Packet_No,Time,Inter_Arrival_Time,Source_IP,Destination_IP,Protocol,Src_Port,Dst_Port,TCP_Flags,TCP_Anomaly_Flag,Is_TCP_Retransmission_Event,Seq,Ack,Win,Payload_Len,DNS_Query_Type,DNS_Query_Name,TLS_SNI,ARP_Target_IP,Packet_Length,Packet_Info,Attack_Type,Label
149,15.4904629,0.019598600000000133,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,10908,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=10908 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 152],Large_Download,Anomalous
150,15.4905422,7.929999999944926e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,12248,511,0,,,,,54,63074  >  443 [ACK] Seq=41162 Ack=12248 Win=511 Len=0,Large_Download,Anomalous
151,15.4946182,0.0040759999999995244,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,12248,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=12248 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 152],Large_Download,Anomalous
152,15.4946235,5.299999999763827e-06,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,687,Application Data,Large_Download,Anomalous
153,15.4946695,4.6000000001100716e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,14217,511,0,,,,,54,63074  >  443 [ACK] Seq=41162 Ack=14217 Win=511 Len=0,Large_Download,Anomalous
154,15.4947232,5.369999999871311e-05,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,14217,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=14217 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 164],Large_Download,Anomalous
155,15.495017,0.000293800000001454,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,15557,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=15557 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 164],Large_Download,Anomalous
156,15.4950553,3.829999999993561e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,16897,511,0,,,,,54,63074  >  443 [ACK] Seq=41162 Ack=16897 Win=511 Len=0,Large_Download,Anomalous
157,15.4986571,0.0036018000000002104,104.18.32.47,10.33.33.87,TCP,443,63074,"PSH,ACK",,False,16897,41162,552,1340,,,,,1398,"443  >  63074 [PSH, ACK] Seq=16897 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 164]",Large_Download,Anomalous
158,15.4986583,1.1999999998124622e-06,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,18237,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=18237 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 164],Large_Download,Anomalous
159,15.4987167,5.8399999998570706e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,19577,511,0,,,,,54,63074  >  443 [ACK] Seq=41162 Ack=19577 Win=511 Len=0,Large_Download,Anomalous
160,15.4987715,5.4800000000909677e-05,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,19577,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=19577 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 164],Large_Download,Anomalous
161,15.4990607,0.0002891999999992123,104.18.32.47,10.33.33.87,TCP,443,63074,"PSH,ACK",,False,20917,41162,552,1340,,,,,1398,"443  >  63074 [PSH, ACK] Seq=20917 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 164]",Large_Download,Anomalous
162,15.4991,3.9300000000963564e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,22257,511,0,,,,,54,63074  >  443 [ACK] Seq=41162 Ack=22257 Win=511 Len=0,Large_Download,Anomalous
163,15.4992846,0.00018459999999898002,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,22257,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=22257 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 164],Large_Download,Anomalous
164,15.5021696,0.0028850000000009146,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,1267,Application Data,Large_Download,Anomalous
165,15.5022243,5.469999999974107e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,24806,511,0,,,,,54,63074  >  443 [ACK] Seq=41162 Ack=24806 Win=511 Len=0,Large_Download,Anomalous
166,15.5624539,0.06022959999999955,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,24806,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=24806 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 175],Large_Download,Anomalous
167,15.5643935,0.0019396000000000413,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,26146,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=26146 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 175],Large_Download,Anomalous
168,15.5644421,4.86000000012865e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,27486,511,0,,,,,54,63074  >  443 [ACK] Seq=41162 Ack=27486 Win=511 Len=0,Large_Download,Anomalous
169,15.5647557,0.00031359999999835964,104.18.32.47,10.33.33.87,TCP,443,63074,"PSH,ACK",,False,27486,41162,552,1340,,,,,1398,"443  >  63074 [PSH, ACK] Seq=27486 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 175]",Large_Download,Anomalous
170,15.5647568,1.1000000004202093e-06,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,28826,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=28826 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 175],Large_Download,Anomalous
171,15.5647999,4.310000000096181e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,30166,511,0,,,,,54,63074  >  443 [ACK] Seq=41162 Ack=30166 Win=511 Len=0,Large_Download,Anomalous
172,15.564919,0.00011909999999915044,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,30166,41162,552,1340,,,,,1398,443  >  63074 [ACK] Seq=30166 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 175],Large_Download,Anomalous
173,15.5652865,0.00036749999999940997,104.18.32.47,10.33.33.87,TCP,443,63074,"PSH,ACK",,False,31506,41162,552,1340,,,,,1398,"443  >  63074 [PSH, ACK] Seq=31506 Ack=41162 Win=552 Len=1340 [TCP PDU reassembled in 175]",Large_Download,Anomalous
174,15.5653326,4.610000000049297e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,32846,511,0,,,,,54,63074  >  443 [ACK] Seq=41162 Ack=32846 Win=511 Len=0,Large_Download,Anomalous
175,15.5653898,5.72000000005346e-05,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,816,"Application Data, Application Data",Large_Download,Anomalous
176,15.6057932,0.040403400000000644,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,33604,509,0,,,,,54,63074  >  443 [ACK] Seq=41162 Ack=33604 Win=509 Len=0,Large_Download,Anomalous
177,17.5627825,1.9569893,10.33.33.87,104.18.39.21,TLSV1.2,,,,,False,,,,,,,,,145,Application Data,Large_Download,Anomalous
178,17.5963216,0.03353909999999871,104.18.39.21,10.33.33.87,TCP,443,60433,ACK,,False,110,211,18,0,,,,,58,443  >  60433 [ACK] Seq=110 Ack=211 Win=18 Len=0,Large_Download,Anomalous
179,17.8414998,0.24517820000000157,104.18.39.21,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,143,Application Data,Large_Download,Anomalous
180,17.8817275,0.04022769999999909,10.33.33.87,104.18.39.21,TCP,60433,443,ACK,,False,211,195,251,0,,,,,54,60433  >  443 [ACK] Seq=211 Ack=195 Win=251 Len=0,Large_Download,Anomalous
181,22.8534023,4.971674799999999,160.79.104.10,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,101,Application Data,Large_Download,Anomalous
182,22.8556332,0.0022309000000007018,10.33.33.87,160.79.104.10,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Large_Download,Anomalous
183,22.8558154,0.00018220000000113146,10.33.33.87,160.79.104.10,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Large_Download,Anomalous
184,22.8871741,0.03135869999999841,160.79.104.10,10.33.33.87,TCP,443,33438,ACK,,False,87,141,18,0,,,,,58,443  >  33438 [ACK] Seq=87 Ack=141 Win=18 Len=0,Large_Download,Anomalous
185,30.7678246,7.880650500000002,104.18.39.21,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,82,Application Data,Large_Download,Anomalous
186,30.7682588,0.00043420000000082837,10.33.33.87,104.18.39.21,TLSV1.2,,,,,False,,,,,,,,,82,Application Data,Large_Download,Anomalous
187,30.8025971,0.034338299999998156,104.18.39.21,10.33.33.87,TCP,443,60433,ACK,,False,219,239,18,0,,,,,58,443  >  60433 [ACK] Seq=219 Ack=239 Win=18 Len=0,Large_Download,Anomalous
188,31.6610908,0.8584937000000004,10.33.33.87,13.89.178.26,TCP,57601,443,"FIN,ACK",,False,1,1,1022,0,,,,,54,"57601  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1022 Len=0",Large_Download,Anomalous
189,31.9334464,0.2723556000000009,13.89.178.26,10.33.33.87,TCP,443,57601,"FIN,ACK",,False,1,2,16387,0,,,,,58,"443  >  57601 [FIN, ACK] Seq=1 Ack=2 Win=16387 Len=0",Large_Download,Anomalous
190,31.9334951,4.869999999712604e-05,10.33.33.87,13.89.178.26,TCP,57601,443,ACK,,False,2,2,1022,0,,,,,54,57601  >  443 [ACK] Seq=2 Ack=2 Win=1022 Len=0,Large_Download,Anomalous
191,36.9964168,5.0629217,66:51:0b:e8:eb:4b,Intel_37:c9:54,ARP,,,,,False,,,,,,,,10.33.33.87,42,Who has 10.33.33.87? Tell 10.33.33.107,Large_Download,Anomalous
192,36.9964481,3.1300000003398054e-05,Intel_37:c9:54,66:51:0b:e8:eb:4b,ARP,,,,,False,,,,,,,,,42,10.33.33.87 is at 30:89:4a:37:c9:54,Large_Download,Anomalous
193,37.1090124,0.1125642999999954,160.79.104.10,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,101,Application Data,Large_Download,Anomalous
194,37.1124034,0.003391000000000588,10.33.33.87,160.79.104.10,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Large_Download,Anomalous
195,37.1126008,0.00019740000000467717,10.33.33.87,160.79.104.10,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Large_Download,Anomalous
196,37.1481555,0.03555469999999872,160.79.104.10,10.33.33.87,TCP,443,33438,ACK,,False,130,211,18,0,,,,,58,443  >  33438 [ACK] Seq=130 Ack=211 Win=18 Len=0,Large_Download,Anomalous
197,45.0167406,7.868585099999997,10.33.33.40,10.33.33.107,DNS,,,,,False,,,,,A,android.clients.google.com,,,86,Standard query 0x6215 A android.clients.google.com,Large_Download,Anomalous
198,45.0169993,0.0002587000000033868,10.33.33.40,10.33.33.107,DNS,,,,,False,,,,,AAAA,android.clients.google.com,,,86,Standard query 0x5817 AAAA android.clients.google.com,Large_Download,Anomalous
199,45.0629501,0.04595079999999996,66:51:0b:e8:eb:4b,Broadcast,ARP,,,,,False,,,,,,,,10.33.33.40,42,Who has 10.33.33.40? Tell 10.33.33.107,Large_Download,Anomalous
200,45.0632002,0.0002500999999952569,Intel_37:c9:54,66:51:0b:e8:eb:4b,ARP,,,,,False,,,,,,,,,42,10.33.33.40 is at 30:89:4a:37:c9:54,Large_Download,Anomalous
201,45.0658598,0.0026596000000012054,10.33.33.40,10.33.33.107,TCP,59380,53,SYN,,False,0,,64240,0,,,,,74,59380  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2969472267 TSecr=0 WS=128,Large_Download,Anomalous
202,45.0736312,0.0077714000000028705,10.33.33.40,10.33.33.107,TCP,59380,53,ACK,,False,1,1,64256,0,,,,,66,59380  >  53 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2969472275 TSecr=49047995,Large_Download,Anomalous
203,45.0739356,0.00030439999999742895,10.33.33.40,10.33.33.107,DNS,,,,,False,,,,,A,"android.clients.google.com,",,,158,"Standard query 0x6215 A android.clients.google.com, Standard query 0x5817 AAAA android.clients.google.com",Large_Download,Anomalous
204,45.5754199,0.5014843000000013,10.33.33.87,10.33.33.107,DNS,,,,,False,,,,,HTTPS,chatgpt.com,,,71,Standard query 0x1b38 HTTPS chatgpt.com,Large_Download,Anomalous
205,45.5760709,0.0006509999999977367,10.33.33.87,10.33.33.107,DNS,,,,,False,,,,,A,chatgpt.com,,,71,Standard query 0x73db A chatgpt.com,Large_Download,Anomalous
206,45.5769022,0.0008313000000015336,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,41162,33604,509,1340,,,,,1394,63074  >  443 [ACK] Seq=41162 Ack=33604 Win=509 Len=1340 [TCP PDU reassembled in 210],Large_Download,Anomalous
207,45.5769022,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,42502,33604,509,1340,,,,,1394,63074  >  443 [ACK] Seq=42502 Ack=33604 Win=509 Len=1340 [TCP PDU reassembled in 210],Large_Download,Anomalous
208,45.5769022,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,43842,33604,509,1340,,,,,1394,63074  >  443 [ACK] Seq=43842 Ack=33604 Win=509 Len=1340 [TCP PDU reassembled in 210],Large_Download,Anomalous
209,45.5769022,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,45182,33604,509,1340,,,,,1394,63074  >  443 [ACK] Seq=45182 Ack=33604 Win=509 Len=1340 [TCP PDU reassembled in 210],Large_Download,Anomalous
210,45.5769022,0.0,10.33.33.87,104.18.32.47,TLSV1.2,,,,,False,,,,,,,,,1327,Application Data,Large_Download,Anomalous
211,45.5771561,0.00025390000000413693,10.33.33.87,104.18.32.47,TLSV1.2,,,,,False,,,,,,,,,93,Application Data,Large_Download,Anomalous
212,45.5772582,0.00010209999999943875,10.33.33.87,104.18.32.47,TLSV1.2,,,,,False,,,,,,,,,411,Application Data,Large_Download,Anomalous
213,45.5801044,0.002846200000000465,10.33.33.107,10.33.33.87,DNS,,,,,False,,,,,,,,,103,Standard query response 0x73db A chatgpt.com A 172.64.155.209 A 104.18.32.47,Large_Download,Anomalous
214,45.620935,0.040830599999999606,10.33.33.107,10.33.33.87,DNS,,,,,False,,,,,,,,,132,Standard query response 0x1b38 HTTPS chatgpt.com SOA hassan.ns.cloudflare.com,Large_Download,Anomalous
215,45.6350653,0.01413029999999793,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,33604,43842,552,0,,,,,58,443  >  63074 [ACK] Seq=33604 Ack=43842 Win=552 Len=0,Large_Download,Anomalous
216,45.6381561,0.0030908000000025027,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,33604,46522,552,0,,,,,58,443  >  63074 [ACK] Seq=33604 Ack=46522 Win=552 Len=0,Large_Download,Anomalous
217,45.6382223,6.619999999912807e-05,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,33604,48191,552,0,,,,,58,443  >  63074 [ACK] Seq=33604 Ack=48191 Win=552 Len=0,Large_Download,Anomalous
218,45.6384205,0.0001981999999998152,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,97,Application Data,Large_Download,Anomalous
219,45.6795355,0.04111499999999779,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,48191,33643,508,0,,,,,54,63074  >  443 [ACK] Seq=48191 Ack=33643 Win=508 Len=0,Large_Download,Anomalous
220,45.7174772,0.037941699999997525,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,380,Application Data,Large_Download,Anomalous
221,45.7174785,1.300000000981072e-06,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,105,Application Data,Large_Download,Anomalous
222,45.7175632,8.470000000215805e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,48191,34012,507,0,,,,,54,63074  >  443 [ACK] Seq=48191 Ack=34012 Win=507 Len=0,Large_Download,Anomalous
223,45.7177597,0.0001965000000012651,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Large_Download,Anomalous
224,45.7192479,0.001488199999997164,10.33.33.87,104.18.32.47,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Large_Download,Anomalous
225,45.7964091,0.07716119999999904,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,34043,48226,552,0,,,,,58,443  >  63074 [ACK] Seq=34043 Ack=48226 Win=552 Len=0,Large_Download,Anomalous
226,49.4222056,3.6257965,160.79.104.10,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,144,Application Data,Large_Download,Anomalous
227,49.4251492,0.0029436000000018225,10.33.33.87,160.79.104.10,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Large_Download,Anomalous
228,49.425238,8.880000000033306e-05,10.33.33.87,160.79.104.10,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Large_Download,Anomalous
229,49.4566893,0.031451300000000515,160.79.104.10,10.33.33.87,TCP,443,33438,ACK,,False,216,281,18,0,,,,,58,443  >  33438 [ACK] Seq=216 Ack=281 Win=18 Len=0,Large_Download,Anomalous
230,50.1822391,0.725549799999996,160.79.104.10,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,101,Application Data,Large_Download,Anomalous
231,50.2216332,0.03939410000000265,10.33.33.87,160.79.104.10,TCP,33438,443,ACK,,False,281,259,255,0,,,,,54,33438  >  443 [ACK] Seq=281 Ack=259 Win=255 Len=0,Large_Download,Anomalous
232,50.2477828,0.02614960000000366,10.33.33.87,4.213.25.242,TLSV1.2,,,,,False,,,,,,,,,97,Application Data,Large_Download,Anomalous
233,50.2803501,0.032567299999996635,4.213.25.242,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,232,Application Data,Large_Download,Anomalous
234,50.3218818,0.04153170000000017,10.33.33.87,4.213.25.242,TCP,22620,443,ACK,,False,44,175,254,0,,,,,54,22620  >  443 [ACK] Seq=44 Ack=175 Win=254 Len=0,Large_Download,Anomalous
235,50.7670054,0.4451236000000023,104.18.39.21,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,82,Application Data,Large_Download,Anomalous
236,50.7671576,0.00015219999999516176,10.33.33.87,104.18.39.21,TLSV1.2,,,,,False,,,,,,,,,82,Application Data,Large_Download,Anomalous
237,50.7964583,0.02930070000000029,104.18.39.21,10.33.33.87,TCP,443,60433,ACK,,False,243,267,18,0,,,,,58,443  >  60433 [ACK] Seq=243 Ack=267 Win=18 Len=0,Large_Download,Anomalous
238,64.1538032,13.357344900000001,160.79.104.10,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,101,Application Data,Large_Download,Anomalous
239,64.1539134,0.00011019999999462016,160.79.104.10,10.33.33.87,TCP,443,33438,"PSH,ACK",TCP Retransmission,True,259,281,18,43,,,,,101,"[TCP Retransmission] 443  >  33438 [PSH, ACK] Seq=259 Ack=281 Win=18 Len=43",Large_Download,Anomalous
240,64.1539409,2.7500000001623448e-05,10.33.33.87,160.79.104.10,TCP,33438,443,ACK,,False,281,302,254,0,,,,,66,33438  >  443 [ACK] Seq=281 Ack=302 Win=254 Len=0 SLE=259 SRE=302,Large_Download,Anomalous
241,64.1568545,0.0029135999999994056,10.33.33.87,160.79.104.10,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Large_Download,Anomalous
242,64.1569774,0.00012290000000803047,10.33.33.87,160.79.104.10,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Large_Download,Anomalous
243,64.2022418,0.04526439999999354,160.79.104.10,10.33.33.87,TCP,443,33438,ACK,,False,302,351,18,0,,,,,58,443  >  33438 [ACK] Seq=302 Ack=351 Win=18 Len=0,Large_Download,Anomalous
244,70.8487126,6.646470800000003,104.18.39.21,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,82,Application Data,Large_Download,Anomalous
245,70.8488575,0.00014489999999511838,10.33.33.87,104.18.39.21,TLSV1.2,,,,,False,,,,,,,,,82,Application Data,Large_Download,Anomalous
246,70.9154579,0.06660040000001288,104.18.39.21,10.33.33.87,TCP,443,60433,ACK,,False,267,295,18,0,,,,,58,443  >  60433 [ACK] Seq=267 Ack=295 Win=18 Len=0,Large_Download,Anomalous
247,73.6749604,2.7595024999999964,10.33.33.40,10.33.33.107,DHCP,,,,,False,,,,,,,,,324,DHCP Request  - Transaction ID 0xac42afdd,Large_Download,Anomalous
