Packet_No,Time,Inter_Arrival_Time,Source_IP,Destination_IP,Protocol,Src_Port,Dst_Port,TCP_Flags,TCP_Anomaly_Flag,Is_TCP_Retransmission_Event,Seq,Ack,Win,Payload_Len,DNS_Query_Type,DNS_Query_Name,TLS_SNI,ARP_Target_IP,Packet_Length,Packet_Info,Attack_Type,Label
1,0.0,0.0,10.33.33.87,13.107.226.37,TCP,37530,443,ACK,,False,1,1,252,1,,,,,55,37530  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1,Full_Port_Scan,Anomalous
2,0.0989441,0.0989441,13.107.226.37,10.33.33.87,TCP,443,37530,ACK,,False,1,2,148,0,,,,,70,443  >  37530 [ACK] Seq=1 Ack=2 Win=148 Len=0 SLE=1 SRE=2,Full_Port_Scan,Anomalous
3,0.280058,0.1811139,10.33.33.87,13.107.42.254,TCP,32032,443,ACK,,False,1,1,250,1,,,,,55,32032  >  443 [ACK] Seq=1 Ack=1 Win=250 Len=1,Full_Port_Scan,Anomalous
4,0.3191707,0.0391127,13.107.42.254,10.33.33.87,TCP,443,32032,ACK,,False,1,2,16388,0,,,,,70,443  >  32032 [ACK] Seq=1 Ack=2 Win=16388 Len=0 SLE=1 SRE=2,Full_Port_Scan,Anomalous
5,0.5569572,0.23778650000000007,10.33.33.87,13.107.138.254,TCP,7744,443,ACK,,False,1,1,251,1,,,,,55,7744  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1,Full_Port_Scan,Anomalous
6,0.6104475,0.05349029999999999,13.107.138.254,10.33.33.87,TCP,443,7744,ACK,,False,1,2,49152,0,,,,,70,443  >  7744 [ACK] Seq=1 Ack=2 Win=49152 Len=0 SLE=1 SRE=2,Full_Port_Scan,Anomalous
7,0.6356844,0.025236900000000007,4.213.25.242,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,427,Application Data,Full_Port_Scan,Anomalous
8,0.6410528,0.00536839999999994,10.33.33.87,4.213.25.242,TLSV1.2,,,,,False,,,,,,,,,188,Application Data,Full_Port_Scan,Anomalous
9,0.6498249,0.00877210000000006,10.33.33.87,1.38.2.36,TCP,30858,443,ACK,,False,1,1,254,1,,,,,55,30858  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1,Full_Port_Scan,Anomalous
10,0.6756619,0.025837,1.38.2.36,10.33.33.87,TCP,443,30858,ACK,,False,1,2,60,0,,,,,58,443  >  30858 [ACK] Seq=1 Ack=2 Win=60 Len=0,Full_Port_Scan,Anomalous
11,0.7301316,0.054469699999999954,4.213.25.242,10.33.33.87,TCP,443,49411,ACK,,False,370,135,7589,0,,,,,58,443  >  49411 [ACK] Seq=370 Ack=135 Win=7589 Len=0,Full_Port_Scan,Anomalous
12,0.8140582,0.08392659999999996,10.33.33.87,204.79.197.222,TCP,9405,443,ACK,,False,1,1,253,1,,,,,55,9405  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1,Full_Port_Scan,Anomalous
13,0.8494498,0.03539160000000008,204.79.197.222,10.33.33.87,TCP,443,9405,ACK,,False,1,2,16383,0,,,,,70,443  >  9405 [ACK] Seq=1 Ack=2 Win=16383 Len=0 SLE=1 SRE=2,Full_Port_Scan,Anomalous
14,0.9247015,0.07525169999999992,10.33.33.87,10.33.33.107,DNS,,,,,False,,,,,HTTPS,web.whatsapp.com,,,76,Standard query 0x757e HTTPS web.whatsapp.com,Full_Port_Scan,Anomalous
15,0.9252149,0.0005133999999999972,10.33.33.87,10.33.33.107,DNS,,,,,False,,,,,A,web.whatsapp.com,,,76,Standard query 0x2aeb A web.whatsapp.com,Full_Port_Scan,Anomalous
16,0.9262401,0.0010252000000000594,10.33.33.87,10.33.33.107,DNS,,,,,False,,,,,HTTPS,_5222._https.web.whatsapp.com,,,89,Standard query 0xd004 HTTPS _5222._https.web.whatsapp.com,Full_Port_Scan,Anomalous
17,0.926635,0.0003948999999999758,10.33.33.87,10.33.33.107,DNS,,,,,False,,,,,A,web.whatsapp.com,,,76,Standard query 0xc6bd A web.whatsapp.com,Full_Port_Scan,Anomalous
18,0.9656528,0.03901779999999999,10.33.33.107,10.33.33.87,DNS,,,,,False,,,,,,,,,146,Standard query response 0xd004 No such name HTTPS _5222._https.web.whatsapp.com SOA a.ns.whatsapp.net,Full_Port_Scan,Anomalous
19,0.9669553,0.0013024999999999842,10.33.33.107,10.33.33.87,DNS,,,,,False,,,,,,,,,129,Standard query response 0x2aeb A web.whatsapp.com CNAME mmx-ds.cdn.whatsapp.net A 57.144.43.32,Full_Port_Scan,Anomalous
20,0.9670187,6.340000000004675e-05,10.33.33.107,10.33.33.87,DNS,,,,,False,,,,,,,,,158,Standard query response 0x757e HTTPS web.whatsapp.com CNAME mmx-ds.cdn.whatsapp.net SOA a.ns.whatsapp.net,Full_Port_Scan,Anomalous
21,0.9675719,0.0005532000000000314,10.33.33.87,57.144.43.32,TCP,1132,443,SYN,,False,0,,65535,0,,,,,66,1132  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM,Full_Port_Scan,Anomalous
22,0.9715493,0.003977399999999909,10.33.33.107,10.33.33.87,DNS,,,,,False,,,,,,,,,129,Standard query response 0xc6bd A web.whatsapp.com CNAME mmx-ds.cdn.whatsapp.net A 57.144.43.32,Full_Port_Scan,Anomalous
23,0.9725805,0.0010312000000000099,10.33.33.87,57.144.43.32,TCP,42754,5222,SYN,,False,0,,65535,0,,,,,66,42754  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM,Full_Port_Scan,Anomalous
24,1.0052242,0.03264370000000005,57.144.43.32,10.33.33.87,TCP,443,1132,"SYN,ACK",,False,0,1,65535,0,,,,,70,"443  >  1132 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1340 SACK_PERM WS=256",Full_Port_Scan,Anomalous
25,1.0053335,0.00010930000000008988,10.33.33.87,57.144.43.32,TCP,1132,443,ACK,,False,1,1,65280,0,,,,,54,1132  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0,Full_Port_Scan,Anomalous
26,1.0058469,0.0005133999999999972,10.33.33.87,57.144.43.32,TCP,1132,443,ACK,,False,1,1,65280,1340,,,,,1394,1132  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1340 [TCP PDU reassembled in 27],Full_Port_Scan,Anomalous
27,1.0058469,0.0,10.33.33.87,57.144.43.32,TLSV1.3,,,,,False,,,,,,,web.whatsapp.com,,671,Client Hello (SNI=web.whatsapp.com),Full_Port_Scan,Anomalous
28,1.0213781,0.015531199999999856,57.144.43.32,10.33.33.87,TCP,5222,42754,"SYN,ACK",,False,0,1,65535,0,,,,,70,"5222  >  42754 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1340 SACK_PERM WS=256",Full_Port_Scan,Anomalous
29,1.0214844,0.00010630000000011464,10.33.33.87,57.144.43.32,TCP,42754,5222,ACK,,False,1,1,65280,0,,,,,54,42754  >  5222 [ACK] Seq=1 Ack=1 Win=65280 Len=0,Full_Port_Scan,Anomalous
30,1.0218253,0.0003408999999998663,10.33.33.87,57.144.43.32,TCP,42754,5222,ACK,,False,1,1,65280,1340,,,,,1394,42754  >  5222 [ACK] Seq=1 Ack=1 Win=65280 Len=1340 [TCP PDU reassembled in 183],Full_Port_Scan,Anomalous
31,1.0218253,0.0,10.33.33.87,57.144.43.32,TCP,42754,5222,"PSH,ACK",,False,1341,1,65280,655,,,,,709,"42754  >  5222 [PSH, ACK] Seq=1341 Ack=1 Win=65280 Len=655 [TCP PDU reassembled in 183]",Full_Port_Scan,Anomalous
32,1.0236647,0.0018394000000001576,10.33.33.87,104.18.39.21,TLSV1.2,,,,,False,,,,,,,,,144,Application Data,Full_Port_Scan,Anomalous
33,1.0376966,0.014031899999999986,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,1,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 39],Full_Port_Scan,Anomalous
34,1.0376966,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,1341,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=1341 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 39],Full_Port_Scan,Anomalous
35,1.0376966,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,2681,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=2681 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 39],Full_Port_Scan,Anomalous
36,1.0376966,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,4021,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=4021 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 39],Full_Port_Scan,Anomalous
37,1.0376966,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,5361,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=5361 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 39],Full_Port_Scan,Anomalous
38,1.0376966,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,6701,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=6701 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 39],Full_Port_Scan,Anomalous
39,1.0376966,0.0,10.33.33.87,104.18.32.47,TLSV1.2,,,,,False,,,,,,,,,439,Application Data,Full_Port_Scan,Anomalous
40,1.0380866,0.00038999999999989043,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,8426,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=8426 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 46],Full_Port_Scan,Anomalous
41,1.0380866,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,9766,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=9766 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 46],Full_Port_Scan,Anomalous
42,1.0380866,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,11106,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=11106 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 46],Full_Port_Scan,Anomalous
43,1.0380866,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,12446,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=12446 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 46],Full_Port_Scan,Anomalous
44,1.0380866,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,13786,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=13786 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 46],Full_Port_Scan,Anomalous
45,1.0380866,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,15126,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=15126 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 46],Full_Port_Scan,Anomalous
46,1.0380866,0.0,10.33.33.87,104.18.32.47,TLSV1.2,,,,,False,,,,,,,,,381,Application Data,Full_Port_Scan,Anomalous
47,1.0383235,0.00023689999999998435,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,16793,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=16793 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 53],Full_Port_Scan,Anomalous
48,1.0383235,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,18133,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=18133 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 53],Full_Port_Scan,Anomalous
49,1.0383235,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,19473,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=19473 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 53],Full_Port_Scan,Anomalous
50,1.0383235,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,20813,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=20813 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 53],Full_Port_Scan,Anomalous
51,1.0383235,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,22153,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=22153 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 53],Full_Port_Scan,Anomalous
52,1.0383235,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,23493,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=23493 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 53],Full_Port_Scan,Anomalous
53,1.0383235,0.0,10.33.33.87,104.18.32.47,TLSV1.2,,,,,False,,,,,,,,,446,Application Data,Full_Port_Scan,Anomalous
54,1.0384401,0.00011660000000013326,10.33.33.87,104.18.32.47,TLSV1.2,,,,,False,,,,,,,,,133,Application Data,Full_Port_Scan,Anomalous
55,1.038571,0.00013089999999982282,10.33.33.87,104.18.32.47,TLSV1.2,,,,,False,,,,,,,,,137,Application Data,Full_Port_Scan,Anomalous
56,1.0394668,0.0008958000000001132,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,25387,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=25387 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 62],Full_Port_Scan,Anomalous
57,1.0394668,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,26727,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=26727 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 62],Full_Port_Scan,Anomalous
58,1.0394668,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,28067,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=28067 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 62],Full_Port_Scan,Anomalous
59,1.0394668,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,29407,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=29407 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 62],Full_Port_Scan,Anomalous
60,1.0394668,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,30747,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=30747 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 62],Full_Port_Scan,Anomalous
61,1.0394668,0.0,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,32087,1,509,1340,,,,,1394,63074  >  443 [ACK] Seq=32087 Ack=1 Win=509 Len=1340 [TCP PDU reassembled in 62],Full_Port_Scan,Anomalous
62,1.0394668,0.0,10.33.33.87,104.18.32.47,TLSV1.2,,,,,False,,,,,,,,,399,Application Data,Full_Port_Scan,Anomalous
63,1.0443461,0.004879300000000031,57.144.43.32,10.33.33.87,TCP,443,1132,ACK,,False,1,1341,68352,0,,,,,58,443  >  1132 [ACK] Seq=1 Ack=1341 Win=68352 Len=0,Full_Port_Scan,Anomalous
64,1.0444022,5.609999999989235e-05,57.144.43.32,10.33.33.87,TCP,443,1132,ACK,,False,1,1958,70912,0,,,,,58,443  >  1132 [ACK] Seq=1 Ack=1958 Win=70912 Len=0,Full_Port_Scan,Anomalous
65,1.0557413,0.011339100000000046,57.144.43.32,10.33.33.87,TLSV1.3,,,,,False,,,,,,,,,1398,"Server Hello, Change Cipher Spec",Full_Port_Scan,Anomalous
66,1.0571107,0.001369399999999965,57.144.43.32,10.33.33.87,TLSV1.3,,,,,False,,,,,,,,,735,Application Data,Full_Port_Scan,Anomalous
67,1.0571779,6.719999999993398e-05,10.33.33.87,57.144.43.32,TCP,1132,443,ACK,,False,1958,2018,65280,0,,,,,54,1132  >  443 [ACK] Seq=1958 Ack=2018 Win=65280 Len=0,Full_Port_Scan,Anomalous
68,1.0620849,0.004907000000000217,10.33.33.87,57.144.43.32,TLSV1.3,,,,,False,,,,,,,,,118,"Change Cipher Spec, Application Data",Full_Port_Scan,Anomalous
69,1.0626674,0.0005824999999999303,10.33.33.87,57.144.43.32,TLSV1.3,,,,,False,,,,,,,,,854,Application Data,Full_Port_Scan,Anomalous
70,1.0661237,0.0034562999999998567,104.18.39.21,10.33.33.87,TCP,443,60433,ACK,,False,1,91,18,0,,,,,58,443  >  60433 [ACK] Seq=1 Ack=91 Win=18 Len=0,Full_Port_Scan,Anomalous
71,1.067692,0.001568300000000189,57.144.43.32,10.33.33.87,TCP,5222,42754,ACK,,False,1,1341,68352,0,,,,,58,5222  >  42754 [ACK] Seq=1 Ack=1341 Win=68352 Len=0,Full_Port_Scan,Anomalous
72,1.0677152,2.3200000000000998e-05,57.144.43.32,10.33.33.87,TCP,5222,42754,ACK,,False,1,1996,70912,0,,,,,58,5222  >  42754 [ACK] Seq=1 Ack=1996 Win=70912 Len=0,Full_Port_Scan,Anomalous
73,1.0794213,0.01170609999999983,57.144.43.32,10.33.33.87,TCP,5222,42754,ACK,,False,1,1996,70912,1340,,,,,1398,5222  >  42754 [ACK] Seq=1 Ack=1996 Win=70912 Len=1340 [TCP PDU reassembled in 235],Full_Port_Scan,Anomalous
74,1.0794966,7.530000000000037e-05,57.144.43.32,10.33.33.87,TCP,5222,42754,"PSH,ACK",,False,1341,1996,70912,677,,,,,735,"5222  >  42754 [PSH, ACK] Seq=1341 Ack=1996 Win=70912 Len=677 [TCP PDU reassembled in 235]",Full_Port_Scan,Anomalous
75,1.079515,1.8400000000085015e-05,10.33.33.87,57.144.43.32,TCP,42754,5222,ACK,,False,1996,2018,65280,0,,,,,54,42754  >  5222 [ACK] Seq=1996 Ack=2018 Win=65280 Len=0,Full_Port_Scan,Anomalous
76,1.0797033,0.0001883000000000301,10.33.33.87,57.144.43.32,TCP,42754,5222,"PSH,ACK",,False,1996,2018,65280,64,,,,,118,"42754  >  5222 [PSH, ACK] Seq=1996 Ack=2018 Win=65280 Len=64 [TCP PDU reassembled in 183]",Full_Port_Scan,Anomalous
77,1.0799564,0.0002530999999998951,10.33.33.87,57.144.43.32,TCP,42754,5222,"PSH,ACK",,False,2060,2018,65280,805,,,,,859,"42754  >  5222 [PSH, ACK] Seq=2060 Ack=2018 Win=65280 Len=805 [TCP PDU reassembled in 183]",Full_Port_Scan,Anomalous
78,1.0811766,0.0012202000000001156,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,1341,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=1341 Win=552 Len=0,Full_Port_Scan,Anomalous
79,1.0811773,6.999999999646178e-07,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,2681,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=2681 Win=552 Len=0,Full_Port_Scan,Anomalous
80,1.0811776,2.9999999995311555e-07,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,4021,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=4021 Win=552 Len=0,Full_Port_Scan,Anomalous
81,1.0812371,5.950000000010114e-05,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,6701,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=6701 Win=552 Len=0,Full_Port_Scan,Anomalous
82,1.0830702,0.001833100000000032,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,8041,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=8041 Win=552 Len=0,Full_Port_Scan,Anomalous
83,1.0830711,8.999999998593466e-07,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,8426,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=8426 Win=552 Len=0,Full_Port_Scan,Anomalous
84,1.0830714,2.9999999995311555e-07,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,11106,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=11106 Win=552 Len=0,Full_Port_Scan,Anomalous
85,1.0846849,0.0016135000000001565,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,13786,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=13786 Win=552 Len=0,Full_Port_Scan,Anomalous
86,1.0870988,0.002413899999999858,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,15126,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=15126 Win=552 Len=0,Full_Port_Scan,Anomalous
87,1.0870992,4.0000000001150227e-07,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,16793,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=16793 Win=552 Len=0,Full_Port_Scan,Anomalous
88,1.0870994,2.0000000011677344e-07,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,18133,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=18133 Win=552 Len=0,Full_Port_Scan,Anomalous
89,1.0871343,3.489999999994886e-05,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,22153,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=22153 Win=552 Len=0,Full_Port_Scan,Anomalous
90,1.0871346,2.9999999995311555e-07,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,23493,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=23493 Win=552 Len=0,Full_Port_Scan,Anomalous
91,1.0871349,2.9999999995311555e-07,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,25225,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=25225 Win=552 Len=0,Full_Port_Scan,Anomalous
92,1.0888264,0.001691500000000179,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,25304,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=25304 Win=552 Len=0,Full_Port_Scan,Anomalous
93,1.0888565,3.0099999999810834e-05,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,25387,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=25387 Win=552 Len=0,Full_Port_Scan,Anomalous
94,1.0904442,0.0015877000000001917,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,29407,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=29407 Win=552 Len=0,Full_Port_Scan,Anomalous
95,1.0904446,4.0000000001150227e-07,57.144.43.32,10.33.33.87,TCP,443,1132,ACK,,False,2018,2822,73728,0,,,,,58,443  >  1132 [ACK] Seq=2018 Ack=2822 Win=73728 Len=0,Full_Port_Scan,Anomalous
96,1.0906664,0.0002217999999998277,57.144.43.32,10.33.33.87,TLSV1.3,,,,,False,,,,,,,,,243,Application Data,Full_Port_Scan,Anomalous
97,1.0920198,0.0013534000000001711,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,32087,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=32087 Win=552 Len=0,Full_Port_Scan,Anomalous
98,1.0921137,9.389999999998011e-05,104.18.32.47,10.33.33.87,TCP,443,63074,ACK,,False,1,33772,552,0,,,,,58,443  >  63074 [ACK] Seq=1 Ack=33772 Win=552 Len=0,Full_Port_Scan,Anomalous
99,1.1167996,0.024685899999999927,57.144.43.32,10.33.33.87,TCP,5222,42754,"PSH,ACK",,False,2018,2060,70912,185,,,,,243,"5222  >  42754 [PSH, ACK] Seq=2018 Ack=2060 Win=70912 Len=185 [TCP PDU reassembled in 235]",Full_Port_Scan,Anomalous
100,1.1319124,0.015112800000000037,10.33.33.87,57.144.43.32,TCP,1132,443,ACK,,False,2822,2203,65280,0,,,,,54,1132  >  443 [ACK] Seq=2822 Ack=2203 Win=65280 Len=0,Full_Port_Scan,Anomalous
101,1.1574355,0.02552310000000002,10.33.33.87,57.144.43.32,TCP,42754,5222,ACK,,False,2865,2203,65280,0,,,,,54,42754  >  5222 [ACK] Seq=2865 Ack=2203 Win=65280 Len=0,Full_Port_Scan,Anomalous
102,1.1640825,0.0066469999999998475,57.144.43.32,10.33.33.87,TCP,5222,42754,ACK,,False,2203,2865,73728,0,,,,,58,5222  >  42754 [ACK] Seq=2203 Ack=2865 Win=73728 Len=0,Full_Port_Scan,Anomalous
103,1.1933696,0.02928710000000012,10.33.33.87,57.144.243.32,TLSV1.2,,,,,False,,,,,,,,,386,Application Data,Full_Port_Scan,Anomalous
104,1.1934526,8.300000000005525e-05,10.33.33.87,57.144.243.32,TLSV1.2,,,,,False,,,,,,,,,93,Application Data,Full_Port_Scan,Anomalous
105,1.1935112,5.860000000001975e-05,10.33.33.87,57.144.243.32,TCP,5503,443,ACK,,False,372,1,255,1340,,,,,1394,5503  >  443 [ACK] Seq=372 Ack=1 Win=255 Len=1340 [TCP PDU reassembled in 106],Full_Port_Scan,Anomalous
106,1.1935112,0.0,10.33.33.87,57.144.243.32,TLSV1.2,,,,,False,,,,,,,,,1390,Application Data,Full_Port_Scan,Anomalous
107,1.2385703,0.0450590999999998,57.144.243.32,10.33.33.87,TCP,443,5503,ACK,,False,1,372,378,0,,,,,58,443  >  5503 [ACK] Seq=1 Ack=372 Win=378 Len=0,Full_Port_Scan,Anomalous
108,1.2385715,1.2000000000345068e-06,57.144.243.32,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,110,Application Data,Full_Port_Scan,Anomalous
109,1.2502048,0.011633299999999958,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,386,Application Data,Full_Port_Scan,Anomalous
110,1.250332,0.000127200000000105,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,871,Application Data,Full_Port_Scan,Anomalous
111,1.2503493,1.7300000000108895e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,33772,1142,511,0,,,,,54,63074  >  443 [ACK] Seq=33772 Ack=1142 Win=511 Len=0,Full_Port_Scan,Anomalous
112,1.2503885,3.9199999999794954e-05,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Full_Port_Scan,Anomalous
113,1.2766335,0.026245000000000074,57.144.243.32,10.33.33.87,TCP,443,5503,ACK,,False,53,3048,399,0,,,,,58,443  >  5503 [ACK] Seq=53 Ack=3048 Win=399 Len=0,Full_Port_Scan,Anomalous
114,1.2794699,0.002836400000000072,10.33.33.87,57.144.243.32,TCP,5503,443,ACK,,False,3048,53,255,0,,,,,54,5503  >  443 [ACK] Seq=3048 Ack=53 Win=255 Len=0,Full_Port_Scan,Anomalous
115,1.2891228,0.009652899999999853,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,347,Application Data,Full_Port_Scan,Anomalous
116,1.2892082,8.540000000012427e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,33772,1462,510,0,,,,,54,63074  >  443 [ACK] Seq=33772 Ack=1462 Win=510 Len=0,Full_Port_Scan,Anomalous
117,1.2893038,9.56000000000845e-05,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,871,Application Data,Full_Port_Scan,Anomalous
118,1.2893226,1.8799999999874473e-05,104.18.32.47,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,89,Application Data,Full_Port_Scan,Anomalous
119,1.2893375,1.4900000000039881e-05,10.33.33.87,104.18.32.47,TCP,63074,443,ACK,,False,33772,2306,507,0,,,,,54,63074  >  443 [ACK] Seq=33772 Ack=2306 Win=507 Len=0,Full_Port_Scan,Anomalous
120,1.3094398,0.020102300000000017,104.18.39.21,10.33.33.87,TLSV1.2,,,,,False,,,,,,,,,137,Application Data,Full_Port_Scan,Anomalous
121,1.3196844,0.010244600000000048,57.144.43.32,10.33.33.87,TCP,5222,42754,"PSH,ACK",,False,2203,2865,73728,188,,,,,246,"5222  >  42754 [PSH, ACK] Seq=2203 Ack=2865 Win=73728 Len=188 [TCP PDU reassembled in 235]",Full_Port_Scan,Anomalous
